date,epiweek,nta_id,county,neighborhood,cases_week,cases_4_week_avg,hospitalizations_month,deaths_month,retail_and_recreation_change_week,grocery_and_pharmacy_change_week,parks_change_week,transit_stations_change_week,workplaces_change_week,residential_change_week
2020/11/21,202047,25025,Suffolk County,Suffolk County,2023.0,1809.5,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/28,202048,25025,Suffolk County,Suffolk County,1932.0,1916.25,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/05,202049,25025,Suffolk County,Suffolk County,3529.0,2421.5,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/12,202050,25025,Suffolk County,Suffolk County,3941.0,2856.25,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/19,202051,25025,Suffolk County,Suffolk County,4195.0,3399.25,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/26,202052,25025,Suffolk County,Suffolk County,1574.0,3309.75,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/02,202053,25025,Suffolk County,Suffolk County,2395.0,3026.25,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/09,202101,25025,Suffolk County,Suffolk County,7264.0,3857.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/16,202102,25025,Suffolk County,Suffolk County,4365.0,3899.5,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/23,202103,25025,Suffolk County,Suffolk County,3359.0,4345.75,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/30,202104,25025,Suffolk County,Suffolk County,3033.0,4505.25,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/06,202105,25025,Suffolk County,Suffolk County,2134.0,3222.75,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/13,202106,25025,Suffolk County,Suffolk County,1797.0,2580.75,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/20,202107,25025,Suffolk County,Suffolk County,1430.0,2098.5,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/27,202108,25025,Suffolk County,Suffolk County,1211.0,1643.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/06,202109,25025,Suffolk County,Suffolk County,1589.0,1506.75,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/13,202110,25025,Suffolk County,Suffolk County,1030.0,1315.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/20,202111,25025,Suffolk County,Suffolk County,1573.0,1350.75,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/27,202112,25025,Suffolk County,Suffolk County,1338.0,1382.5,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/03,202113,25025,Suffolk County,Suffolk County,2375.0,1579.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/10,202114,25025,Suffolk County,Suffolk County,1538.0,1706.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/17,202115,25025,Suffolk County,Suffolk County,1776.0,1756.75,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/24,202116,25025,Suffolk County,Suffolk County,1061.0,1687.5,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/01,202117,25025,Suffolk County,Suffolk County,877.0,1313.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/08,202118,25025,Suffolk County,Suffolk County,662.0,1094.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/15,202119,25025,Suffolk County,Suffolk County,385.0,746.25,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/22,202120,25025,Suffolk County,Suffolk County,464.0,597.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/29,202121,25025,Suffolk County,Suffolk County,236.0,436.75,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/05,202122,25025,Suffolk County,Suffolk County,131.0,304.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/12,202123,25025,Suffolk County,Suffolk County,117.0,237.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/19,202124,25025,Suffolk County,Suffolk County,56.0,135.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/26,202125,25025,Suffolk County,Suffolk County,63.0,91.75,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/03,202126,25025,Suffolk County,Suffolk County,70.0,76.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/10,202127,25025,Suffolk County,Suffolk County,119.0,77.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/17,202128,25025,Suffolk County,Suffolk County,163.0,103.75,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/24,202129,25025,Suffolk County,Suffolk County,413.0,191.25,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/31,202130,25025,Suffolk County,Suffolk County,594.0,322.25,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/06,202023,25027,Worcester County,Worcester County,678.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/13,202024,25027,Worcester County,Worcester County,265.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/20,202025,25027,Worcester County,Worcester County,161.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/06/27,202026,25027,Worcester County,Worcester County,181.0,321.25,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/04,202027,25027,Worcester County,Worcester County,178.0,196.25,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/11,202028,25027,Worcester County,Worcester County,148.0,167.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/18,202029,25027,Worcester County,Worcester County,173.0,170.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/07/25,202030,25027,Worcester County,Worcester County,257.0,189.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/01,202031,25027,Worcester County,Worcester County,317.0,223.75,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/08,202032,25027,Worcester County,Worcester County,226.0,243.25,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/15,202033,25027,Worcester County,Worcester County,84.0,221.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/22,202034,25027,Worcester County,Worcester County,269.0,224.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/08/29,202035,25027,Worcester County,Worcester County,171.0,187.5,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/05,202036,25027,Worcester County,Worcester County,156.0,170.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/12,202037,25027,Worcester County,Worcester County,202.0,199.5,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/19,202038,25027,Worcester County,Worcester County,263.0,198.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/09/26,202039,25027,Worcester County,Worcester County,192.0,203.25,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/03,202040,25027,Worcester County,Worcester County,336.0,248.25,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/10,202041,25027,Worcester County,Worcester County,308.0,274.75,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/17,202042,25027,Worcester County,Worcester County,2390.0,806.5,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/24,202043,25027,Worcester County,Worcester County,565.0,899.75,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/10/31,202044,25027,Worcester County,Worcester County,917.0,1045.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/07,202045,25027,Worcester County,Worcester County,1277.0,1287.25,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/14,202046,25027,Worcester County,Worcester County,1995.0,1188.5,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/21,202047,25027,Worcester County,Worcester County,2249.0,1609.5,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/28,202048,25027,Worcester County,Worcester County,1989.0,1877.5,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/05,202049,25027,Worcester County,Worcester County,3410.0,2410.75,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/12,202050,25027,Worcester County,Worcester County,4082.0,2932.5,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/19,202051,25027,Worcester County,Worcester County,3909.0,3347.5,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/26,202052,25027,Worcester County,Worcester County,307.0,2927.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/02,202053,25027,Worcester County,Worcester County,4058.0,3089.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/09,202101,25027,Worcester County,Worcester County,6117.0,3597.75,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/16,202102,25027,Worcester County,Worcester County,4205.0,3671.75,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/23,202103,25027,Worcester County,Worcester County,3342.0,4430.5,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/01/30,202104,25027,Worcester County,Worcester County,2731.0,4098.75,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/06,202105,25027,Worcester County,Worcester County,2055.0,3083.25,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/13,202106,25027,Worcester County,Worcester County,1633.0,2440.25,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/20,202107,25027,Worcester County,Worcester County,1166.0,1896.25,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/02/27,202108,25027,Worcester County,Worcester County,1237.0,1522.75,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/06,202109,25027,Worcester County,Worcester County,1111.0,1286.75,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/13,202110,25027,Worcester County,Worcester County,936.0,1112.5,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/20,202111,25027,Worcester County,Worcester County,1270.0,1138.5,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/03/27,202112,25027,Worcester County,Worcester County,1009.0,1081.5,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/03,202113,25027,Worcester County,Worcester County,1528.0,1185.75,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/10,202114,25027,Worcester County,Worcester County,1051.0,1214.5,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/17,202115,25027,Worcester County,Worcester County,1500.0,1272.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/04/24,202116,25027,Worcester County,Worcester County,965.0,1261.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/01,202117,25027,Worcester County,Worcester County,830.0,1086.5,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/08,202118,25027,Worcester County,Worcester County,667.0,990.5,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/15,202119,25027,Worcester County,Worcester County,392.0,713.5,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/22,202120,25027,Worcester County,Worcester County,370.0,564.75,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/05/29,202121,25027,Worcester County,Worcester County,174.0,400.75,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/05,202122,25027,Worcester County,Worcester County,120.0,264.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/12,202123,25027,Worcester County,Worcester County,125.0,197.25,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/19,202124,25027,Worcester County,Worcester County,81.0,125.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/26,202125,25027,Worcester County,Worcester County,49.0,93.75,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/03,202126,25027,Worcester County,Worcester County,61.0,79.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/10,202127,25027,Worcester County,Worcester County,117.0,77.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/17,202128,25027,Worcester County,Worcester County,88.0,78.75,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/24,202129,25027,Worcester County,Worcester County,260.0,131.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/07/31,202130,25027,Worcester County,Worcester County,432.0,224.25,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
