date,cases,deaths
2020-10-26,61.0,1.0
2020-10-27,85.0,1.0
2020-10-28,57.0,2.0
2020-10-29,81.0,2.0
2020-10-30,77.0,1.0
2020-10-31,100.0,0.0
2020-11-01,98.0,1.0
2020-11-02,49.0,2.0
2020-11-03,84.0,0.0
2020-11-04,69.0,2.0
2020-11-05,103.0,2.0
2020-11-06,144.0,3.0
2020-11-07,150.0,0.0
2020-11-08,98.0,6.0
2020-11-09,90.0,0.0
2020-11-10,170.0,3.0
2020-11-11,144.0,6.0
2020-11-12,152.0,1.0
2020-11-13,172.0,2.0
2020-11-14,145.0,8.0
2020-11-15,134.0,2.0
2020-11-16,115.0,0.0
2020-11-17,147.0,2.0
2020-11-18,159.0,2.0
2020-11-19,157.0,2.0
2020-11-20,189.0,0.0
2020-11-21,197.0,2.0
2020-11-22,145.0,3.0
2020-11-23,95.0,4.0
2020-11-24,188.0,1.0
2020-11-25,197.0,5.0
2020-11-26,0.0,0.0
2020-11-27,302.0,2.0
2020-11-28,140.0,4.0
2020-11-29,214.0,2.0
2020-11-30,73.0,4.0
2020-12-01,239.0,2.0
2020-12-02,336.0,3.0
2020-12-03,374.0,4.0
2020-12-04,411.0,1.0
2020-12-05,337.0,1.0
2020-12-06,363.0,3.0
2020-12-07,203.0,0.0
2020-12-08,60.0,1.0
2020-12-09,0.0,3.0
2020-12-10,0.0,4.0
2020-12-11,366.0,4.0
2020-12-12,340.0,4.0
2020-12-13,381.0,2.0
2020-12-14,322.0,4.0
2020-12-15,371.0,0.0
2020-12-16,404.0,12.0
2020-12-17,331.0,3.0
2020-12-18,521.0,4.0
2020-12-19,374.0,6.0
2020-12-20,309.0,4.0
2020-12-21,1140.0,0.0
2020-12-22,370.0,0.0
2020-12-23,0.0,0.0
2020-12-24,0.0,15.0
2020-12-25,0.0,-15.0
2020-12-26,0.0,0.0
2020-12-27,0.0,0.0
2020-12-28,-1152.0,2.0
2020-12-29,329.0,38.0
2020-12-30,459.0,8.0
2020-12-31,542.0,7.0
2021-01-01,0.0,0.0
2021-01-02,756.0,5.0
2021-01-03,336.0,11.0
2021-01-04,357.0,5.0
2021-01-05,2407.0,5.0
2021-01-06,469.0,7.0
2021-01-07,540.0,7.0
2021-01-08,660.0,7.0
2021-01-09,529.0,7.0
2021-01-10,513.0,7.0
2021-01-11,0.0,0.0
2021-01-12,993.0,6.0
2021-01-13,409.0,3.0
2021-01-14,477.0,5.0
2021-01-15,467.0,5.0
2021-01-16,538.0,6.0
2021-01-17,386.0,4.0
2021-01-18,320.0,4.0
2021-01-19,290.0,4.0
2021-01-20,390.0,3.0
2021-01-21,469.0,13.0
2021-01-22,518.0,10.0
2021-01-23,457.0,6.0
2021-01-24,396.0,8.0
2021-01-25,452.0,5.0
2021-01-26,275.0,2.0
2021-01-27,290.0,8.0
2021-01-28,494.0,3.0
2021-01-29,231.0,9.0
2021-01-30,392.0,7.0
2021-01-31,296.0,5.0
2021-02-01,250.0,1.0
2021-02-02,223.0,3.0
2021-02-03,0.0,0.0
2021-02-04,449.0,12.0
2021-02-05,265.0,0.0
2021-02-06,290.0,0.0
2021-02-07,304.0,23.0
2021-02-08,105.0,4.0
2021-02-09,144.0,11.0
2021-02-10,170.0,8.0
2021-02-11,208.0,4.0
2021-02-12,229.0,10.0
2021-02-13,202.0,4.0
2021-02-14,162.0,5.0
2021-02-15,141.0,1.0
2021-02-16,97.0,2.0
2021-02-17,132.0,6.0
2021-02-18,158.0,8.0
2021-02-19,133.0,2.0
2021-02-20,166.0,10.0
2021-02-21,132.0,4.0
2021-02-22,127.0,2.0
2021-02-23,134.0,2.0
2021-02-24,178.0,4.0
2021-02-25,178.0,2.0
2021-02-26,199.0,5.0
2021-02-27,168.0,1.0
2021-02-28,0.0,0.0
2021-03-01,258.0,8.0
2021-03-02,39.0,5.0
2021-03-03,143.0,10.0
2021-03-04,130.0,2.0
2021-03-05,154.0,3.0
2021-03-06,137.0,0.0
2021-03-07,0.0,0.0
2021-03-08,193.0,12.0
2021-03-09,99.0,4.0
2021-03-10,144.0,5.0
2021-03-11,160.0,1.0
2021-03-12,154.0,1.0
2021-03-13,0.0,0.0
2021-03-14,0.0,0.0
2021-03-15,420.0,7.0
2021-03-16,123.0,2.0
2021-03-17,156.0,6.0
2021-03-18,190.0,3.0
2021-03-19,161.0,6.0
2021-03-20,156.0,1.0
2021-03-21,185.0,7.0
2021-03-22,66.0,1.0
2021-03-23,162.0,2.0
2021-03-24,144.0,7.0
2021-03-25,202.0,0.0
2021-03-26,170.0,6.0
2021-03-27,0.0,0.0
2021-03-28,370.0,4.0
2021-03-29,116.0,1.0
2021-03-30,184.0,2.0
2021-03-31,201.0,2.0
2021-04-01,180.0,5.0
2021-04-02,173.0,5.0
2021-04-03,175.0,5.0
2021-04-04,0.0,0.0
2021-04-05,243.0,7.0
2021-04-06,145.0,2.0
2021-04-07,150.0,4.0
2021-04-08,155.0,1.0
2021-04-09,173.0,3.0
2021-04-10,0.0,-1.0
2021-04-11,279.0,1.0
2021-04-12,97.0,6.0
2021-04-13,134.0,0.0
2021-04-14,153.0,1.0
2021-04-15,141.0,0.0
2021-04-16,132.0,0.0
2021-04-17,145.0,3.0
2021-04-18,95.0,1.0
2021-04-19,94.0,1.0
2021-04-20,62.0,0.0
2021-04-21,110.0,0.0
2021-04-22,97.0,0.0
2021-04-23,125.0,1.0
2021-04-24,137.0,2.0
2021-04-25,86.0,0.0
2021-04-26,70.0,1.0
2021-04-27,82.0,0.0
2021-04-28,101.0,2.0
2021-04-29,108.0,1.0
2021-04-30,99.0,0.0
2021-05-01,81.0,1.0
2021-05-02,63.0,0.0
2021-05-03,44.0,3.0
2021-05-04,57.0,0.0
2021-05-05,68.0,0.0
2021-05-06,64.0,1.0
2021-05-07,69.0,0.0
2021-05-08,66.0,1.0
2021-05-09,52.0,0.0
2021-05-10,22.0,0.0
2021-05-11,10.0,0.0
2021-05-12,70.0,0.0
2021-05-13,43.0,1.0
2021-05-14,20.0,1.0
2021-05-15,0.0,0.0
2021-05-16,79.0,0.0
2021-05-17,21.0,0.0
2021-05-18,21.0,0.0
2021-05-19,0.0,0.0
2021-05-20,63.0,2.0
2021-05-21,29.0,1.0
2021-05-22,33.0,0.0
2021-05-23,14.0,0.0
2021-05-24,3.0,0.0
2021-05-25,18.0,2.0
2021-05-26,25.0,0.0
2021-05-27,21.0,1.0
2021-05-28,24.0,1.0
2021-05-29,10.0,2.0
2021-05-30,11.0,0.0
2021-05-31,0.0,0.0
2021-06-01,18.0,0.0
2021-06-02,4.0,0.0
2021-06-03,24.0,1.0
2021-06-04,11.0,2.0
2021-06-05,17.0,0.0
2021-06-06,14.0,1.0
2021-06-07,11.0,2.0
2021-06-08,12.0,0.0
2021-06-09,5.0,0.0
2021-06-10,3.0,0.0
2021-06-11,7.0,0.0
2021-06-12,0.0,0.0
2021-06-13,0.0,0.0
2021-06-14,13.0,2.0
2021-06-15,3.0,0.0
2021-06-16,7.0,0.0
2021-06-17,3.0,0.0
2021-06-18,9.0,2.0
2021-06-19,0.0,0.0
2021-06-20,0.0,0.0
2021-06-21,20.0,1.0
2021-06-22,0.0,1.0
2021-06-23,6.0,0.0
2021-06-24,3.0,1.0
2021-06-25,11.0,0.0
2021-06-26,0.0,0.0
2021-06-27,0.0,0.0
2021-06-28,19.0,1.0
2021-06-29,4.0,1.0
2021-06-30,4.0,0.0
2021-07-01,2.0,0.0
2021-07-02,4.0,0.0
2021-07-03,0.0,0.0
2021-07-04,0.0,0.0
2021-07-05,0.0,0.0
2021-07-06,26.0,1.0
2021-07-07,1.0,0.0
2021-07-08,5.0,1.0
2021-07-09,57.0,0.0
2021-07-10,0.0,0.0
2021-07-11,0.0,0.0
2021-07-12,0.0,0.0
2021-07-13,17.0,0.0
2021-07-14,26.0,0.0
2021-07-15,21.0,0.0
2021-07-16,25.0,1.0
2021-07-17,0.0,0.0
2021-07-18,0.0,0.0
2021-07-19,59.0,1.0
2021-07-20,24.0,0.0
2021-07-21,33.0,0.0
2021-07-22,34.0,0.0
2021-07-23,29.0,0.0
2021-07-24,0.0,0.0
2021-07-25,0.0,0.0
2021-07-26,85.0,0.0
2021-07-27,50.0,1.0
2021-07-28,51.0,0.0
2021-07-29,69.0,1.0
2021-07-30,77.0,0.0
2021-07-31,0.0,0.0
