date,cases,deaths
2021-01-16,548.0,6.0
2021-01-17,393.0,4.0
2021-01-18,259.0,7.0
2021-01-19,247.0,6.0
2021-01-20,380.0,3.0
2021-01-21,348.0,11.0
2021-01-22,397.0,6.0
2021-01-23,340.0,7.0
2021-01-24,292.0,4.0
2021-01-25,362.0,2.0
2021-01-26,197.0,5.0
2021-01-27,235.0,6.0
2021-01-28,385.0,1.0
2021-01-29,293.0,6.0
2021-01-30,304.0,4.0
2021-01-31,220.0,3.0
2021-02-01,208.0,2.0
2021-02-02,176.0,3.0
2021-02-03,0.0,0.0
2021-02-04,488.0,12.0
2021-02-05,240.0,0.0
2021-02-06,272.0,0.0
2021-02-07,221.0,19.0
2021-02-08,117.0,4.0
2021-02-09,102.0,9.0
2021-02-10,134.0,5.0
2021-02-11,188.0,5.0
2021-02-12,171.0,12.0
2021-02-13,157.0,5.0
2021-02-14,148.0,4.0
2021-02-15,122.0,2.0
2021-02-16,89.0,5.0
2021-02-17,107.0,7.0
2021-02-18,144.0,5.0
2021-02-19,128.0,3.0
2021-02-20,130.0,4.0
2021-02-21,112.0,1.0
2021-02-22,92.0,2.0
2021-02-23,79.0,4.0
2021-02-24,111.0,5.0
2021-02-25,187.0,3.0
2021-02-26,145.0,6.0
2021-02-27,115.0,2.0
2021-02-28,0.0,0.0
2021-03-01,184.0,6.0
2021-03-02,49.0,5.0
2021-03-03,80.0,8.0
2021-03-04,105.0,5.0
2021-03-05,158.0,3.0
2021-03-06,103.0,0.0
2021-03-07,0.0,0.0
2021-03-08,149.0,6.0
2021-03-09,81.0,2.0
2021-03-10,96.0,6.0
2021-03-11,161.0,0.0
2021-03-12,144.0,1.0
2021-03-13,0.0,0.0
2021-03-14,0.0,0.0
2021-03-15,294.0,11.0
2021-03-16,141.0,0.0
2021-03-17,96.0,1.0
2021-03-18,180.0,2.0
2021-03-19,184.0,8.0
2021-03-20,138.0,1.0
2021-03-21,132.0,4.0
2021-03-22,87.0,1.0
2021-03-23,155.0,1.0
2021-03-24,123.0,3.0
2021-03-25,200.0,3.0
2021-03-26,162.0,4.0
2021-03-27,0.0,0.0
2021-03-28,315.0,4.0
2021-03-29,104.0,0.0
2021-03-30,179.0,0.0
2021-03-31,182.0,3.0
2021-04-01,193.0,1.0
2021-04-02,155.0,2.0
2021-04-03,161.0,1.0
2021-04-04,0.0,0.0
2021-04-05,242.0,1.0
2021-04-06,161.0,1.0
2021-04-07,153.0,2.0
2021-04-08,129.0,1.0
2021-04-09,150.0,0.0
2021-04-10,0.0,0.0
2021-04-11,244.0,0.0
2021-04-12,113.0,3.0
2021-04-13,136.0,1.0
2021-04-14,128.0,0.0
2021-04-15,140.0,0.0
2021-04-16,163.0,0.0
2021-04-17,113.0,0.0
2021-04-18,95.0,0.0
2021-04-19,102.0,2.0
2021-04-20,79.0,1.0
2021-04-21,105.0,3.0
2021-04-22,108.0,1.0
2021-04-23,105.0,2.0
2021-04-24,109.0,4.0
2021-04-25,79.0,0.0
2021-04-26,75.0,2.0
2021-04-27,102.0,0.0
2021-04-28,88.0,0.0
2021-04-29,107.0,2.0
2021-04-30,97.0,1.0
2021-05-01,107.0,1.0
2021-05-02,61.0,0.0
2021-05-03,58.0,4.0
2021-05-04,58.0,0.0
2021-05-05,77.0,1.0
2021-05-06,79.0,0.0
2021-05-07,69.0,1.0
2021-05-08,65.0,1.0
2021-05-09,62.0,4.0
2021-05-10,47.0,2.0
2021-05-11,4.0,0.0
2021-05-12,81.0,1.0
2021-05-13,56.0,0.0
2021-05-14,35.0,1.0
2021-05-15,0.0,0.0
2021-05-16,86.0,0.0
2021-05-17,29.0,3.0
2021-05-18,30.0,1.0
2021-05-19,0.0,0.0
2021-05-20,96.0,2.0
2021-05-21,29.0,2.0
2021-05-22,28.0,1.0
2021-05-23,20.0,0.0
2021-05-24,16.0,0.0
2021-05-25,19.0,0.0
2021-05-26,19.0,0.0
2021-05-27,23.0,0.0
2021-05-28,20.0,0.0
2021-05-29,23.0,0.0
2021-05-30,22.0,0.0
2021-05-31,0.0,0.0
2021-06-01,23.0,3.0
2021-06-02,13.0,0.0
2021-06-03,23.0,1.0
2021-06-04,9.0,0.0
2021-06-05,10.0,0.0
2021-06-06,7.0,0.0
2021-06-07,5.0,0.0
2021-06-08,5.0,0.0
2021-06-09,5.0,0.0
2021-06-10,8.0,1.0
2021-06-11,5.0,1.0
2021-06-12,0.0,0.0
2021-06-13,0.0,0.0
2021-06-14,9.0,1.0
2021-06-15,5.0,0.0
2021-06-16,4.0,1.0
2021-06-17,3.0,1.0
2021-06-18,7.0,0.0
2021-06-19,0.0,0.0
2021-06-20,0.0,0.0
2021-06-21,12.0,0.0
2021-06-22,2.0,0.0
2021-06-23,4.0,1.0
2021-06-24,6.0,0.0
2021-06-25,2.0,0.0
2021-06-26,0.0,0.0
2021-06-27,0.0,0.0
2021-06-28,9.0,1.0
2021-06-29,1.0,0.0
2021-06-30,7.0,0.0
2021-07-01,6.0,0.0
2021-07-02,6.0,0.0
2021-07-03,0.0,0.0
2021-07-04,0.0,0.0
2021-07-05,0.0,0.0
2021-07-06,25.0,1.0
2021-07-07,3.0,0.0
2021-07-08,3.0,-1.0
2021-07-09,31.0,0.0
2021-07-10,0.0,0.0
2021-07-11,0.0,0.0
2021-07-12,0.0,0.0
2021-07-13,13.0,0.0
2021-07-14,15.0,0.0
2021-07-15,21.0,0.0
2021-07-16,13.0,0.0
2021-07-17,0.0,0.0
2021-07-18,0.0,0.0
2021-07-19,44.0,0.0
2021-07-20,31.0,3.0
2021-07-21,38.0,0.0
2021-07-22,41.0,1.0
2021-07-23,28.0,2.0
2021-07-24,0.0,0.0
2021-07-25,0.0,0.0
2021-07-26,92.0,1.0
2021-07-27,60.0,0.0
2021-07-28,40.0,0.0
2021-07-29,65.0,1.0
2021-07-30,75.0,1.0
2021-07-31,0.0,0.0
